6.538636251023177692e-01, 9.649999999999999689e-01
1.252785981761429523e-01, 1.002999999999999892e+00
3.035812028075692837e-01, 1.034999999999999920e+00
6.344281516046397229e-01, 9.589999999999999636e-01
7.049746188688210680e-01, 9.659999999999999698e-01
7.158297111539297930e-01, 1.004999999999999893e+00
3.656159743167570753e-01, 9.619999999999999662e-01
9.889210444501728148e-01, 1.056000000000000050e+00
1.072890007203568530e-01, 1.062999999999999945e+00
2.007924972377814754e-01, 1.034999999999999920e+00
3.658670635849361474e-01, 9.919999999999999929e-01
7.776724267740853236e-01, 1.010000000000000009e+00
8.010833449421568275e-01, 9.929999999999999938e-01
1.897861079641742776e-01, 9.839999999999999858e-01
2.483030925372737840e-01, 9.669999999999999707e-01
3.550791504335713000e-01, 9.929999999999999938e-01
5.046638586689766726e-02, 9.869999999999999885e-01
8.160235306523837551e-01, 9.939999999999999947e-01
4.159621481199877735e-01, 9.699999999999999734e-01
5.321640128770042111e-01, 1.000000000000000000e+00
1.229446636159110540e-01, 1.004000000000000004e+00
3.923161402701538236e-01, 9.659999999999999698e-01
5.098314543516480057e-01, 9.609999999999999654e-01
2.390216983514008575e-01, 1.060999999999999943e+00
8.743623165099947414e-01, 1.038999999999999924e+00
9.331263224111978616e-01, 1.032000000000000028e+00
2.706756091919970686e-02, 1.048000000000000043e+00
8.736852648492288154e-02, 1.024000000000000021e+00
1.212760926228142466e-01, 1.030000000000000027e+00
2.746081672504629978e-01, 9.749999999999999778e-01
3.214429590357568145e-01, 9.240000000000000435e-01
3.567857833227208175e-01, 9.479999999999999538e-01
3.688017674802921420e-01, 9.689999999999999725e-01
4.533570721834081496e-01, 9.739999999999999769e-01
4.751716418979796686e-01, 9.699999999999999734e-01
5.103909158649031497e-01, 9.779999999999999805e-01
5.345796764933581358e-01, 9.709999999999999742e-01
6.417437320313510440e-01, 1.004000000000000004e+00
6.532737867524929243e-01, 9.959999999999999964e-01
7.812873040913714817e-01, 9.509999999999999565e-01
8.768950471504695088e-01, 1.060999999999999943e+00
4.283490193486301223e-01, 9.639999999999999680e-01
6.279748471306731972e-01, 9.769999999999999796e-01
7.932919393261030905e-01, 1.036000000000000032e+00
8.174197297612266766e-01, 1.028000000000000025e+00
8.637765643222365952e-01, 1.034000000000000030e+00
8.643830218490293760e-01, 1.056999999999999940e+00
5.498301983635656143e-03, 1.054000000000000048e+00
5.231177409739018458e-02, 1.036999999999999922e+00
6.402377282968529926e-02, 1.038999999999999924e+00
8.700087139551726523e-02, 9.979999999999999982e-01
8.869438455823086542e-02, 1.018000000000000016e+00
1.349371066236955130e-01, 1.030999999999999917e+00
1.577826685411949370e-01, 1.026000000000000023e+00
1.707448638359210236e-01, 1.002000000000000002e+00
2.064449456431063368e-01, 1.050999999999999934e+00
2.398297832300073651e-01, 1.004999999999999893e+00
2.757982074325084909e-01, 9.659999999999999698e-01
3.354932012450078105e-01, 1.010000000000000009e+00
4.426312149435389642e-01, 1.058000000000000052e+00
4.760915793640663196e-01, 9.629999999999999671e-01
5.115835379066027144e-01, 1.004000000000000004e+00
5.231146858078545847e-01, 9.469999999999999529e-01
5.350978012396083727e-01, 9.719999999999999751e-01
5.704394459077235524e-01, 9.879999999999999893e-01
5.945073346304781126e-01, 9.589999999999999636e-01
6.530417207342651409e-01, 9.899999999999999911e-01
7.111857815537661054e-01, 1.054000000000000048e+00
7.225861416164889306e-01, 1.064999999999999947e+00
7.351397862164432695e-01, 1.010000000000000009e+00
7.700908750383277379e-01, 1.074999999999999956e+00
8.880547111504810687e-01, 1.062000000000000055e+00
9.027179049694993296e-01, 1.036999999999999922e+00
9.943965216905894522e-01, 1.110000000000000098e+00
6.597094331179675919e-02, 1.072000000000000064e+00
8.857525385666065176e-02, 1.020000000000000018e+00
1.960966261103820329e-01, 9.849999999999999867e-01
7.241260815301089337e-01, 1.010999999999999899e+00
7.476225378269418798e-01, 9.909999999999999920e-01
2.993600942325969072e-02, 1.040999999999999925e+00
5.249039292252888345e-02, 1.044000000000000039e+00
1.235184944618552549e-01, 1.020000000000000018e+00
2.188671081577524546e-01, 9.979999999999999982e-01
3.247010142357211748e-01, 9.719999999999999751e-01
3.476792874970584535e-01, 1.022000000000000020e+00
3.944678504975627220e-01, 9.809999999999999831e-01
4.298740060398458240e-01, 9.849999999999999867e-01
4.538992126040284347e-01, 9.519999999999999574e-01
4.649883364530396079e-01, 9.559999999999999609e-01
5.118604227368805937e-01, 9.719999999999999751e-01
5.355364829565516516e-01, 9.809999999999999831e-01
5.711108961531081718e-01, 9.609999999999999654e-01
5.831632922833875909e-01, 9.619999999999999662e-01
5.940576720541415057e-01, 9.709999999999999742e-01
6.070101082432159956e-01, 9.729999999999999760e-01
6.411939430849713517e-01, 9.689999999999999725e-01
6.645393537369628234e-01, 9.849999999999999867e-01
6.774926208831431040e-01, 9.789999999999999813e-01
6.880114275534694457e-01, 9.839999999999999858e-01
7.010139552970500176e-01, 9.979999999999999982e-01
